2026-07-10 01:25:08,151 | INFO | __main__ | Starting Password Strength Checker application...
2026-07-10 01:48:38,936 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:40,813 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:41,568 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:48:41,569 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:41,575 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:42,482 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:48:42,486 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:42,506 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:43,116 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:48:43,120 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:43,128 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:43,674 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:48:43,675 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:45,208 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:45,769 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:48:45,770 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:45,792 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:46,195 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:48:46,196 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:48,590 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:49,235 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:48:49,237 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:49,242 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:49,768 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:48:49,770 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:49,778 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:50,790 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:48:50,791 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:52,355 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:52,868 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:48:52,870 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:52,875 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:53,240 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:48:53,243 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:55,672 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:56,094 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:48:56,096 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:56,128 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:56,658 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:48:56,660 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:58,084 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:58,537 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:48:58,540 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:49:02,923 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:49:03,547 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:49:03,551 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:49:03,562 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:49:03,942 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:49:03,943 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:49:03,950 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:49:04,394 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:49:04,397 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:49:04,417 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:49:04,889 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:49:04,890 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:49:04,897 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:49:05,274 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:49:05,277 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:49:05,284 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:49:05,707 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:49:05,708 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:49:05,716 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:49:06,104 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:49:06,106 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:49:06,113 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:49:06,543 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:49:06,546 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:49:06,561 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:49:06,990 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:49:06,992 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:49:07,007 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:49:07,463 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:49:07,464 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:49:07,471 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:49:07,945 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:49:07,949 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:49:07,967 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:49:08,354 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:49:08,355 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:49:08,361 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:49:08,735 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:49:08,737 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:49:08,745 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:49:09,184 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:49:09,186 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:49:15,193 | INFO | __main__ | Application closed.
2026-07-10 13:17:11,352 | INFO | __main__ | Starting Password Strength Checker application...
2026-07-10 13:17:12,151 | INFO | __main__ | Starting Password Strength Checker application...
2026-07-10 13:17:15,361 | INFO | app.core.analyzer | PasswordAnalyzer initialized with all components.
2026-07-10 13:17:15,451 | INFO | app.core.analyzer | PasswordAnalyzer initialized with all components.
2026-07-10 13:17:15,685 | INFO | app.ui.app_ui | AppUI initialized successfully.
2026-07-10 13:17:16,800 | INFO | app.ui.app_ui | AppUI initialized successfully.
2026-07-10 13:17:20,143 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:17:20,922 | WARNING | app.security.pwned_passwords | Password found in a data breach 185249 times.
2026-07-10 13:17:20,925 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:17:20,998 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:17:21,400 | INFO | __main__ | Starting Password Strength Checker application...
2026-07-10 13:17:21,599 | WARNING | app.security.pwned_passwords | Password found in a data breach 185249 times.
2026-07-10 13:17:21,601 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:17:21,612 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:17:22,006 | INFO | app.core.analyzer | PasswordAnalyzer initialized with all components.
2026-07-10 13:17:22,240 | WARNING | app.security.pwned_passwords | Password found in a data breach 15539 times.
2026-07-10 13:17:22,243 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:17:22,269 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:17:22,537 | INFO | app.ui.app_ui | AppUI initialized successfully.
2026-07-10 13:17:22,959 | WARNING | app.security.pwned_passwords | Password found in a data breach 1357 times.
2026-07-10 13:17:22,962 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:17:23,431 | INFO | __main__ | Starting Password Strength Checker application...
2026-07-10 13:17:23,668 | INFO | app.core.analyzer | PasswordAnalyzer initialized with all components.
2026-07-10 13:17:23,972 | INFO | app.ui.app_ui | AppUI initialized successfully.
2026-07-10 13:17:27,327 | INFO | __main__ | Starting Password Strength Checker application...
2026-07-10 13:17:28,707 | INFO | app.core.analyzer | PasswordAnalyzer initialized with all components.
2026-07-10 13:17:29,246 | INFO | app.ui.app_ui | AppUI initialized successfully.
2026-07-10 13:17:36,407 | INFO | __main__ | Application closed.
2026-07-10 13:17:37,341 | INFO | __main__ | Application closed.
2026-07-10 13:17:38,185 | INFO | __main__ | Application closed.
2026-07-10 13:17:46,583 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:17:48,828 | WARNING | app.security.pwned_passwords | Password found in a data breach 383 times.
2026-07-10 13:17:48,831 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:17:48,845 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:17:49,794 | WARNING | app.security.pwned_passwords | Password found in a data breach 5 times.
2026-07-10 13:17:49,797 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:17:51,106 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:17:51,745 | WARNING | app.security.pwned_passwords | Password found in a data breach 1 times.
2026-07-10 13:17:51,747 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:17:51,803 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:17:52,398 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 13:17:52,401 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:17:52,409 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:17:53,013 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 13:17:53,015 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:17:53,029 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:17:53,633 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 13:17:53,635 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:17:53,645 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:17:54,302 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 13:17:54,304 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:17:54,314 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:17:54,932 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 13:17:54,935 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:17:54,946 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:17:55,560 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 13:17:55,562 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 13:17:55,572 | INFO | app.core.checker | Password validation completed.
2026-07-10 13:17:56,203 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
